Accession_ID	Mg_blues (µg/g DW)	Latitude	Longitude	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	awc	bulk_density	CaCO3	CEC	clay	CN	coarse_fragments	K	N	P	ph	sand	silt	srad_mean	ai	Mg(Soil) mg/kg
6915	4884.56696	50.3	6.3	7.525000095	7.233333111	31.58660889	595.7520142	20.39999962	-2.5	22.89999962	1.466666698	10.19999981	14.98333359	0.433333308	1109	117	72	14.97589874	335	241	247	316	0.102051102	1.036224127	13.9874754	15.48022747	20.9672966	10.78096104	17.44852066	217.7317047	2.960725307	34.7039032	5.503372669	21.03390503	57.99879837	10288.33301	1.455800056	56
6918	4895.908729	63.0165	18.3174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.960282326	NA	NA	NA	NA	NA	NA	72.00128174	19.03843689	NA	NA	35
6919	4864.06088	50.3	8	8.350000381	7.833333492	31.97278976	630.9876709	22.10000038	-2.400000095	24.5	4.550000191	4.099999905	16.31666756	0.816666663	801	81	55	11.55592823	222	179	201	206	0.098904356	1.355708122	5.910829544	9.557253838	18.09918785	16.29950905	16.00767517	195.2998657	2.145163774	10.79005718	4.577196121	36.78404236	45.11676788	10287.83301	0.985800028	38
6920	5088.002632	51.5338	9.9355	9.154167175	8.324999809	33.43373489	627.2756958	23.20000076	-1.700000048	24.90000153	15.58333397	4.849999905	17.03333282	1.633333325	646	72	40	15.64631748	193	135	190	150	0.072718859	1.443976402	NA	NA	13.12348843	NA	11.18571568	NA	NA	NA	NA	52.90867996	33.96783447	9821.75	0.779900014	41
6923	4911.987923	51.4083	-0.6383	10.17083359	7.791666985	38.00812912	472.0769348	22	1.5	20.5	7.75	6.483333111	16.26666641	4.816666603	677	69	42	16.66335487	204	146	148	181	0.08091706	1.046375036	0	13.94948959	11.81113148	13.71587467	13.71320057	188.6947632	2.615069866	26.49323273	5.772104263	62.60864639	25.58022308	9823.5	0.817099988	31
6924	4743.053782	51.4083	-0.6383	10.17083359	7.791666985	38.00812912	472.0769348	22	1.5	20.5	7.75	6.483333111	16.26666641	4.816666603	677	69	42	16.66335487	204	146	148	181	0.08091706	1.046375036	0	13.94948959	11.81113148	13.71587467	13.71320057	188.6947632	2.615069866	26.49323273	5.772104263	62.60864639	25.58022308	9823.5	0.817099988	31
6926	4905.454863	44.46	-85.37	6.641666412	11.4333334	29.85204506	996.5755615	26.70000076	-11.60000038	38.30000305	14.08333302	-5.133333206	18.53333282	-5.833333492	784	106	32	30.20096397	265	121	230	127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12466.41699	0.797599971	NA
6927	4686.795397	41.2816	-86.621	9.850000381	11.15000057	28.81136894	1011.272827	29.10000038	-9.600000381	38.70000076	19.85000038	-3.266666651	21.85000038	-3.266666651	974	109	43	24.44473457	303	163	302	163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13191.5	0.85769999	NA
6929	5031.601394	38.48	68.49	14.21249962	12.29166698	33.13117599	904.7955933	34.29999924	-2.799999952	37.09999847	8.616666794	24.08333397	25.51666641	2.916666746	493	103	1	81.88047791	255	8	13	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16001.16699	0.304699987	NA
6931	4468.197893	49.5	73.1	3.095833302	11.45833302	24.85538673	1322.94519	27.20000076	-18.89999962	46.09999847	17.14999962	-11.98333359	18.93333435	-13.05000019	290	36	13	27.72842979	101	49	93	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12957.08301	0.251599997	NA
6932	4494.767772	47.984	10.8719	7.808333397	8.5	32.31939316	681.2616577	22	-4.300000191	26.29999924	16.25	0.683333278	16.25	-0.466666728	1011	129	52	31.82374001	369	167	369	173	0.102342419	1.348537922	29.26148796	24.75124359	22.50582695	9.34200573	14.25989056	106.6281586	3.283555746	40.15041351	6.79838419	37.06019592	40.43397522	11379.08301	1.179399967	50
6933	4940.187342	41.59	2.49	14.32083321	9.358333588	38.19727707	553.4990234	27.5	3	24.5	15.33333302	21.35000038	21.54999924	8.166666985	768	95	33	25.13438797	254	144	180	176	0.115621664	0.957051337	107.3323975	11.1526289	22.9166317	13.76771164	23.89739418	500.2158508	3.372699022	20.19686317	6.338731766	33.28102875	43.80233765	14789.08301	0.583100021	45
6938	5140.675064	55.7522	37.6322	5.375	7.549999714	22.47023773	980.7939453	23.29999924	-10.30000019	33.59999847	17.41666603	-0.616666555	17.41666603	-6.616666794	721	94	35	31.77889824	259	115	259	133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9333.833008	0.919200003	NA
6940	4621.340687	50.3	8.3	8.75	7.916666985	31.92204285	641.312561	22.70000076	-2.099999905	24.80000114	15.21666718	4.516666889	16.79999924	1.050000072	743	74	51	12.37581253	206	162	193	186	0.113839954	1.344890118	9.364084244	11.17168331	24.75255966	14.57791328	18.27942276	178.1796112	2.323174238	25.40448761	4.805194855	21.01168823	54.23575211	10266.58301	0.888800025	44
6943	4858.601676	51.4083	-0.6383	10.17083359	7.791666985	38.00812912	472.0769348	22	1.5	20.5	7.75	6.483333111	16.26666641	4.816666603	677	69	42	16.66335487	204	146	148	181	0.08091706	1.046375036	0	13.94948959	11.81113148	13.71587467	13.71320057	188.6947632	2.615069866	26.49323273	5.772104263	62.60864639	25.58022308	9823.5	0.817099988	31
6944	5465.546985	51.4083	-0.6383	10.17083359	7.791666985	38.00812912	472.0769348	22	1.5	20.5	7.75	6.483333111	16.26666641	4.816666603	677	69	42	16.66335487	204	146	148	181	0.08091706	1.046375036	0	13.94948959	11.81113148	13.71587467	13.71320057	188.6947632	2.615069866	26.49323273	5.772104263	62.60864639	25.58022308	9823.5	0.817099988	31
6945	4760.899778	52.24	4.45	9.691666603	6.583333492	32.11381912	509.79422	21	0.5	20.5	10.76666641	8.333333015	15.96666622	3.716666698	811	94	44	24.91148376	272	151	216	194	0.058924902	1.353599668	44.9506073	6.950583935	17.75653267	14.5143404	8.207348824	141.384079	2.047103405	43.81614685	6.375627041	55.33023071	26.91323853	9990.083008	1.077399969	46
6951	3699.0889	49.42	16.36	7.708333492	8.133333206	30.01230049	732.1724854	22.60000038	-4.5	27.10000038	15.16666603	0.01666666	16.64999962	-1.299999952	538	82	24	43.37608337	218	78	218	80	0.084765039	1.431786418	25.95822716	11.15738773	17.22577095	16.05817223	29.83935356	147.6229858	3.301705599	34.5234375	5.70526886	26.509552	56.26467896	10971.83301	0.620999992	45
6956	5540.576013	49.42	16.36	7.708333492	8.133333206	30.01230049	732.1724854	22.60000038	-4.5	27.10000038	15.16666603	0.01666666	16.64999962	-1.299999952	538	82	24	43.37608337	218	78	218	80	0.084765039	1.431786418	25.95822716	11.15738773	17.22577095	16.05817223	29.83935356	147.6229858	3.301705599	34.5234375	5.70526886	26.509552	56.26467896	10971.83301	0.620999992	45
6957	5276.672616	49.42	16.36	7.708333492	8.133333206	30.01230049	732.1724854	22.60000038	-4.5	27.10000038	15.16666603	0.01666666	16.64999962	-1.299999952	538	82	24	43.37608337	218	78	218	80	0.084765039	1.431786418	25.95822716	11.15738773	17.22577095	16.05817223	29.83935356	147.6229858	3.301705599	34.5234375	5.70526886	26.509552	56.26467896	10971.83301	0.620999992	45
6958	4905.91199	46	3.3	10.8791666	10.75833321	40.90620804	586.404541	25.70000076	-0.600000024	26.30000114	16.39999962	4.966666698	18.25	3.966666698	677	87	38	28.99602509	213	118	207	125	0.122515313	1.233541489	63.29605103	18.19548035	39.65356827	9.644804001	6.500997066	329.5178833	2.259216785	36.70186234	7.165093422	29.00224304	31.3441925	12360.83301	0.649600029	57
6959	3935.797221	48.5	-1.41	11.38749981	7.675000191	37.80788422	475.2947693	22.89999962	2.599999905	20.29999924	9.033333778	17.29999924	17.29999924	5.833333492	721	81	44	20.16500092	229	137	137	200	0.096660435	1.369221807	21.95392799	9.127002716	25.51895714	10.18681908	14.66196346	208.5500336	2.590861797	42.69155121	6.039835453	17.59528351	56.88575745	11453.75	0.768599987	36
6960	4278.246024	48.5	-1.41	11.38749981	7.675000191	37.80788422	475.2947693	22.89999962	2.599999905	20.29999924	9.033333778	17.29999924	17.29999924	5.833333492	721	81	44	20.16500092	229	137	137	200	0.096660435	1.369221807	21.95392799	9.127002716	25.51895714	10.18681908	14.66196346	208.5500336	2.590861797	42.69155121	6.039835453	17.59528351	56.88575745	11453.75	0.768599987	36
6961	3778.068535	38.3333	-3.53333	14.72916698	13.07499981	39.26426315	718.6143799	34.29999924	1	33.29999924	10.44999981	24.01666641	24.18333435	6.733333588	433	61	5	49.18143082	163	32	35	152	0.0926954	1.182278872	78.304039	13.44509888	25.88682938	9.849017143	19.19272995	334.1227112	1.674072266	25.51589966	6.88155508	36.9691124	37.14405823	16759.16602	0.252799988	45
6963	4547.926777	38.35	68.48	15.82083321	12.625	33.22368622	926.1539917	36.5	-1.5	38	10.14999962	25.80000114	27.35000038	4.216666698	421	91	1	83.46322632	220	6	10	163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16059.08301	0.242799997	NA
6966	4994.053759	51.4083	-0.6383	10.17083359	7.791666985	38.00812912	472.0769348	22	1.5	20.5	7.75	6.483333111	16.26666641	4.816666603	677	69	42	16.66335487	204	146	148	181	0.08091706	1.046375036	0	13.94948959	11.81113148	13.71587467	13.71320057	188.6947632	2.615069866	26.49323273	5.772104263	62.60864639	25.58022308	9823.5	0.817099988	31
6967	4840.37944	51.4083	-0.6383	10.17083359	7.791666985	38.00812912	472.0769348	22	1.5	20.5	7.75	6.483333111	16.26666641	4.816666603	677	69	42	16.66335487	204	146	148	181	0.08091706	1.046375036	0	13.94948959	11.81113148	13.71587467	13.71320057	188.6947632	2.615069866	26.49323273	5.772104263	62.60864639	25.58022308	9823.5	0.817099988	31
6969	4051.240262	60	23.5	5.279166698	6.258333206	21.43264961	808.3272705	20.79999924	-8.399999619	29.19999886	6.150000095	3.483333349	15.61666679	-4.133333206	705	84	34	30.71255112	230	115	196	164	0.088304974	1.08542788	5.949960232	15.47383118	20.71758461	18.7487812	14.93083763	131.8435822	2.380182743	25.97894669	5.112044811	56.85972977	22.42268372	9426.666992	1.013299942	18
6971	4043.961363	41.7194	2.93056	15.0625	9.091667175	38.36146164	533.6585693	27.60000038	3.900000095	23.70000076	16.13333321	21.80000114	21.96666718	9.066666603	642	84	23	27.81056213	212	116	142	150	NA	1.032930851	NA	NA	22.51024628	NA	NA	NA	NA	NA	NA	37.51812363	39.9716301	14697.08301	0.481299996	48
6973	4732.185422	56.0648	13.9707	7.212500095	7.408333302	30.86805534	627.4013062	21.10000038	-2.900000095	24	7.800000191	2.283333302	15.23333359	-0.083333373	679	67	40	18.62249184	199	128	187	162	0.073026523	1.392862916	9.826323509	14.88817787	8.804350853	14.09511852	12.62323284	113.0771866	2.449366093	44.61601639	5.355846882	65.19975281	25.99589539	9863.5	0.927200019	35
6974	5655.837789	56.0648	13.9707	7.212500095	7.408333302	30.86805534	627.4013062	21.10000038	-2.900000095	24	7.800000191	2.283333302	15.23333359	-0.083333373	679	67	40	18.62249184	199	128	187	162	0.073026523	1.392862916	9.826323509	14.88817787	8.804350853	14.09511852	12.62323284	113.0771866	2.449366093	44.61601639	5.355846882	65.19975281	25.99589539	9863.5	0.927200019	35
6975	4635.682864	48.3	14.45	8.441666603	9.266666412	32.40093231	737.4983521	23.70000076	-4.900000095	28.60000038	17.36666679	0.799999952	17.36666679	-0.76666671	763	106	44	31.23724365	283	142	283	144	0.100266054	1.199316978	26.61389732	12.9164629	15.79251766	13.27930546	13.22265816	264.5312805	2.203528643	24.7563324	5.24265337	33.91986084	50.28762054	10850.83301	0.901499987	48
6976	4157.61506	48.3	14.45	8.441666603	9.266666412	32.40093231	737.4983521	23.70000076	-4.900000095	28.60000038	17.36666679	0.799999952	17.36666679	-0.76666671	763	106	44	31.23724365	283	142	283	144	0.100266054	1.199316978	26.61389732	12.9164629	15.79251766	13.27930546	13.22265816	264.5312805	2.203528643	24.7563324	5.24265337	33.91986084	50.28762054	10850.83301	0.901499987	48
6979	4279.162009	47.25	8.26	8.558333397	8.599999428	33.59375	643.1097412	22.70000076	-2.900000095	25.60000038	16.56666756	1.950000048	16.56666756	0.800000012	1326	143	88	16.10040855	411	281	411	301	0.110452205	1.007337809	NA	NA	21.75524902	NA	23.69042969	NA	NA	NA	NA	41.75735474	36.48739624	11735.66699	1.496500015	41
6981	5450.199519	52.3	30	6.779166698	8.258333206	25.88819313	880.8323975	23.39999962	-8.5	31.89999962	17.39999962	-3.116666555	17.39999962	-4.199999809	612	88	31	33.88903809	228	99	228	107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10627.25	0.741699994	NA
6984	5550.959678	49.3853	16.2544	7.387500286	8.375	30.34420395	734.7761841	22.60000038	-5	27.60000038	16.35000038	-0.333333343	16.35000038	-1.666666627	560	84	26	42.10400391	225	82	225	85	0.082091711	1.441226125	0	10.01639652	20.07265663	10.42246342	18.32217026	178.3940735	1.628341079	37.95294189	5.974895	41.8339386	38.09340668	10941.25	0.657999992	47
6986	5367.454863	57.1539	-2.2207	7.541666508	7.266666889	38.85918045	432.418335	18.10000038	-0.600000024	18.70000076	5.166666508	9	13.10000038	2.549999952	856	90	57	18.01901627	260	172	191	229	0.088411845	1.121721745	0	11.78301334	14.31544018	12.40633202	8.883680344	160.9041748	3.152365685	58.40113068	5.879853725	50.56326675	35.12129211	8580.25	1.231600046	44
6987	4659.107407	48.0683	7.62551	10.32083321	8.574999809	33.10810852	655.2843018	24.79999924	-1.100000024	25.89999962	6.133333206	6.25	18.54999924	2.433333397	1106	114	74	12.53257942	312	242	275	297	0.104425065	1.360741138	28.12188721	9.568508148	25.88607788	10.49535656	10.2791357	250.7342987	2.83965373	40.03098679	6.017192841	23.18373108	50.93019104	11469.25	1.149099946	40
6989	4278.834211	54.8	-2.4333	7.087500095	7.058333397	37.94802856	435.2539673	17.79999924	-0.800000012	18.59999847	2.916666746	8.533332825	12.6833334	2.100000143	1281	142	77	23.14990997	418	233	262	381	0.108768791	1.05653441	0	11.62817955	20.6652832	10.95245934	26.32024765	243.1672516	3.017148495	35.61048508	5.527694702	48.14751816	31.18719482	8937	1.964599967	45
6992	4330.175581	50.3	5.3	9.324999809	7.533333302	32.89665222	573.7496338	22.10000038	-0.800000012	22.89999962	16.48333359	5.283333302	16.48333359	2.433333397	859	84	59	10.31763077	239	191	239	199	0.109306969	0.97377634	0	14.5596323	21.70477867	10.22055817	14.3627758	200.6349792	2.813414097	44.39431	5.926242352	22.05232239	56.24289703	10194.08301	1.052600026	43
6997	5255.380885	51.8333	5.5833	9.6875	8.141667366	35.70906448	552.4743042	22.60000038	-0.200000003	22.80000114	6.700000286	5.599999905	16.60000038	3.133333445	773	77	44	15.37611294	212	159	202	189	0.080886818	1.431080461	3.008468628	12.11715126	17.47721672	12.55893135	6.349157333	85.80500793	1.610765338	69.73274994	6.221951962	60.89421844	21.62856293	9830	0.959200025	48
7000	5447.375183	50.9167	9.57073	8.054166794	7.841666698	32.00680161	630.6903076	21.70000076	-2.799999952	24.5	14.51666737	1.316666722	15.95000076	0.483333349	740	75	46	13.32202816	219	157	210	165	0.104682714	1.400595546	15.66459656	10.64881516	11.33326721	13.20132923	17.26265526	104.48806	2.249854803	23.76812935	5.444431782	43.37379074	45.29294205	10044.66699	0.925100029	42
7002	5538.457786	51.3333	6.1	10.15833378	7.983333111	34.55988312	572.7717285	23.10000038	0	23.10000038	15.91666698	6.066666603	17.33333397	3.350000143	725	72	45	12.84802246	202	153	198	176	0.073713824	1.135129452	20.71254349	13.60710335	9.69048214	13.74251938	7.96609354	136.0535126	1.713669896	52.1629982	6.311720848	66.91563416	23.39388275	9860.833008	0.86559999	35
7003	5789.128487	47.5	7.5	9.537500381	8.375	32.97244263	642.8704224	23.5	-1.899999976	25.39999962	15.73333359	2.933333397	17.46666718	1.683333278	838	90	51	18.98698997	264	159	255	174	0.104968861	1.386594296	13.14381695	17.51766777	29.72930717	9.044992447	9.183799744	251.2560883	2.245384216	40.09043884	6.834406853	14.89689636	55.37379456	11669.91699	0.922999978	33
7008	5283.272468	52	5.675	9.795833588	8.091666222	35.18115997	562.9890137	22.79999924	-0.200000003	23	4.166666508	5.666666508	16.83333397	3.099999905	814	81	49	14.86511421	233	170	205	206	0.064412735	1.188896537	28.55887222	6.617163181	8.116723061	15.13832664	8.390452385	116.7915497	1.511696339	55.82694244	6.241753578	82.47047424	9.41280365	9741.416992	1.037500024	47
7013	5485.047685	52.4584	13.287	9.237500191	7.708333492	30.34777069	678.9501343	23.39999962	-2	25.39999962	17.70000076	4.75	17.70000076	1.049999952	564	65	36	19.52319908	177	116	177	132	0.055018775	1.534383297	15.3340435	9.922990799	2.736156225	13.21872139	7.169308662	142.9139557	1.082157612	42.06933594	6.466371059	92.27846527	4.98538208	10138.83301	0.631399989	19
7014	4738.561709	56.5459	-4.79821	7.520833492	6.175000191	36.75595474	417.2281799	16.89999962	0.100000001	16.79999924	3.450000048	9.133333206	12.76666641	2.683333397	1803	221	89	32.57483292	626	273	318	570	0.077009231	1.155727744	0	16.27896881	5.667490959	15.87839222	12.11692524	141.388443	3.599767923	22.86443901	5.304020405	70.07484436	24.25766754	8258.5	3.222199917	31
7025	4460.202716	44.5041	11.3396	13.9416666	8.883333206	29.41501045	794.1400146	30.5	0.300000012	30.20000076	14.41666603	4.199999809	23.75	4.199999809	717	82	43	20.70442581	228	149	152	149	0.113179713	1.254604578	106.6222916	29.12082291	35.33194733	11.70221519	15.94005108	284.1671753	2.11247468	18.6745472	7.433237553	9.611694336	55.05635834	13142.5	0.610099971	43
7026	5241.186103	54.4	-3.2667	8.387499809	6.691666603	37.59363174	433.0028687	18.20000076	0.400000006	17.80000114	6.150000095	10.01666641	13.8166666	3.266666651	1282	144	77	23.69865608	418	234	260	367	0.087663844	0.996178567	1.259579539	12.52924633	23.56595993	11.476017	20.54240227	199.0932617	3.053281069	45.08069611	5.732756138	37.83542252	38.59861755	8875	2.088999987	40
7028	6300.326698	49.5166	9.3166	8.375	8.383333206	32.61997604	668.694458	22.79999924	-2.900000095	25.69999886	1.333333373	8.100000381	16.75	0.316666633	815	91	53	14.85519505	239	183	196	236	0.113260776	1.135579348	15.03878212	17.99176216	25.21360207	10.21646786	10.18247604	272.7032166	1.951367617	35.70798111	6.776215076	21.60198975	53.1844101	10662.33301	0.985899985	36
7031	5492.984452	50.0167	8.6667	10.01666641	7.966666698	31.73970795	658.6947632	24.10000038	-1	25.10000038	16.70000076	5.866666794	18.31666756	2.083333492	655	69	43	13.56032562	190	138	184	152	0.074517794	1.300466061	33.49209976	13.9544754	23.15219688	13.83035088	12.96590137	229.5113678	2.453424692	26.68334961	6.03404665	31.10280609	45.74499512	10449.41699	0.734399974	43
7033	4904.480535	41.3599	-122.755	9.783332825	16.45000076	47.68115997	674.069519	30.5	-4	34.5	2.516666412	18.38333321	18.38333321	2.083333254	660	113	8	69.13526154	321	41	41	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15538.66699	0.450899988	NA
7036	4401.625859	50.5	9.5	7.800000191	8	31.87251091	651.5855103	21.79999924	-3.299999952	25.09999847	1.033333302	7.383333683	15.95000076	-0.049999971	936	101	59	14.5632143	272	202	230	259	0.107892945	1.329384327	10.94957542	7.964417934	16.71953011	12.90059471	14.30305481	167.447937	3.021665096	32.28037262	5.541885853	43.9480896	39.3323822	10279.83301	1.185899973	42
7058	5304.854407	54.1	-6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.055575848	NA	NA	16.29500198	NA	17.16017914	NA	NA	NA	NA	57.90124893	25.80374908	NA	NA	41
7061	4442.990446	53.2699	-1.64293	8.649999619	7.033333302	36.63194275	454.0774841	19.60000038	0.400000006	19.20000076	4.416666508	12.86666679	14.46666622	3.466666698	887	94	57	15.94135189	271	188	199	249	0.108422369	1.010965943	21.10831833	9.941419601	28.63043785	12.86541557	22.42639732	151.055954	3.329601765	34.97309494	5.686490059	36.13809204	35.2314682	9359.75	1.238499999	49
7062	4800.96422	50.2981	8.26607	9.304166794	8.291666985	32.77338409	642.2880249	23.5	-1.799999952	25.29999924	15.83333397	5.133333206	17.36666679	1.550000072	655	66	44	13.29738331	191	140	178	156	0.085796133	1.436557651	26.50680351	10.38507652	20.6126461	11.6924572	14.91748047	165.9946289	1.594478011	38.23770523	6.554263592	43.07102966	36.31632233	10208.66699	0.784799993	43
7064	5560.121658	51.3	1.1	10.28333378	7.200000286	36.18090439	479.6747742	21.60000038	1.700000048	19.89999962	11.05000019	6.483333111	16.35000038	4.849999905	597	66	35	20.3238945	189	119	135	148	0.088796027	1.180930495	51.10625458	17.74884605	20.87992096	10.45697212	12.06621742	234.9220428	1.941356301	50.45359039	7.282405853	43.69742203	35.4226532	10072.08301	0.756299973	39
7067	4366.534433	37.3	15	17.22916603	9.225000381	37.9629631	574.3670654	30.5	6.199999809	24.29999924	15.25	24.31666565	24.58333397	10.83333302	489	85	3	71.23026276	234	20	48	186	0.114723228	0.899987161	190.668457	20.7245903	32.60241699	10.00914478	11.48248386	279.5227661	1.476558566	22.31735992	8.173201561	31.48789978	35.90968323	16425.58398	0.318399996	56
7071	4979.171823	48.0717	1.33867	10.71666622	8.833333015	36.80555725	563.6784058	24.79999924	0.800000012	24	4.900000095	6.833333492	17.83333206	4.066666603	629	59	39	11.68996811	170	130	164	157	0.093078382	1.258990884	NA	NA	19.18939972	NA	10.38973236	NA	NA	NA	NA	33.68901062	47.12158966	11529.58301	0.646399975	40
7072	5321.668509	53.7502	34.7361	5.037499905	7.841666698	23.47804451	966.1430664	22.29999924	-11.10000038	33.40000153	16.61666679	-5.766666889	16.61666679	-6.866666794	636	85	29	33.46401596	238	100	238	111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10140.33301	0.818300009	NA
7077	5300.202298	40.12	-8.25	15.45416641	10.85833359	45.24305725	464.9655762	28.89999962	4.900000095	24	9.949999809	21.10000038	21.39999962	9.949999809	996	143	14	53.14039993	405	73	76	405	0.089344695	1.230876803	67.72908783	11.66593456	19.76014709	14.15197563	18.11486053	224.0018768	1.712397337	29.06103325	5.972391129	50.15279388	30.08705902	15703.16699	0.733099997	27
7081	4796.319315	40.2077	-8.42639	16.0625	10.99166679	47.78985596	429.3818359	28.60000038	5.599999905	23	10.91666698	21.21666718	21.5	10.91666698	906	128	13	51.89843369	361	69	71	361	0.069735646	1.37668097	136.2701874	18.11196518	13.54490566	13.22778797	23.2604084	106.8941422	1.021793604	30.05248833	6.727128506	58.77078629	27.68431091	15637	0.662	26
7092	4551.475389	49.416	2.823	10.54166698	8.283333778	36.17176056	551.4478149	23.70000076	0.800000012	22.90000153	15.83333397	6.716666698	17.46666718	4	625	60	43	10.07960033	172	136	161	151	0.084812425	1.203735948	NA	NA	20.19140816	NA	12.84837246	NA	NA	NA	NA	48.32595825	31.4826355	10899.66699	0.68629998	32
7096	4787.561068	47.3239	5.04278	10.72500038	8.683333397	33.01647568	663.1793213	25.70000076	-0.600000024	26.30000114	17.28333282	6.599999905	19.10000038	2.833333254	766	88	48	16.01351357	220	157	192	178	0.092400976	1.344402075	NA	NA	23.44206047	NA	15.47100353	NA	NA	NA	NA	28.12537384	48.43256378	11710	0.774999976	27
7102	4576.606739	50.7224	8.2372	8.337499619	8.441666603	33.4986763	630.3394775	22.5	-2.700000048	25.20000076	1.833333373	4.083333492	16.28333282	0.800000012	867	94	57	13.96021652	257	194	210	240	0.111729831	1.233024478	3.20847702	11.86387539	24.66653442	12.78452492	16.70022583	104.4885101	2.318777323	42.87788773	5.759052753	19.00511932	56.32834625	9999.583008	1.10010004	45
7103	5569.073454	49.4167	16.2667	7.208333492	8.216666222	30.09768105	729.4887085	22.29999924	-5	27.29999924	16.11666679	-0.466666669	16.11666679	-1.766666651	570	86	26	42.59706879	230	83	230	87	0.088787861	1.36053741	0	10.26636887	20.06467056	11.14409065	23.75632858	234.4702911	1.659950852	36.61385345	5.93426466	42.77149963	37.1638298	10919.75	0.678499997	47
7106	5298.383994	51.051	13.7336	10.11666679	8.283332825	30.3418808	715.3013916	25.29999924	-2	27.29999924	19.03333282	2.533333302	19.03333282	1.449999928	637	80	34	27.30535316	224	117	224	123	0.074908555	1.450038433	NA	NA	13.09950256	NA	11.73022079	NA	NA	NA	NA	53.49012375	33.41036987	10240.5	0.678799987	39
7107	4708.568053	54.7761	-1.5733	9.037500381	7.225000381	39.48087311	408.8849792	19.60000038	1.299999952	18.30000114	12.5666666	5.783333302	14.30000019	4.466666698	587	59	35	12.538764	161	127	154	141	0.084094845	1.34434545	34.08036804	18.63363457	13.51165485	18.74058342	13.30066776	202.2197113	1.790630698	38.34665298	6.298517227	63.96122742	22.52711487	9207.5	0.810299993	51
7109	4930.019488	51.3	0.5	10.32916641	7.758333206	37.66181183	485.6835022	22.20000076	1.600000024	20.60000038	5.699999809	6.550000191	16.54999924	4.800000191	613	65	38	18.8024292	191	124	138	164	0.091499723	1.343291163	141.5297699	24.21574211	27.55258942	11.13146782	18.41960526	220.9618225	2.326689482	39.21336746	7.609491825	38.69399261	33.75341797	9928	0.76700002	34
7111	5131.258269	55.9494	-3.16028	8.479166985	7.008333206	38.08876801	424.1004333	19	0.600000024	18.39999962	8.883333206	5.199999809	14.01666641	3.733333349	685	70	42	13.89909267	192	143	172	174	0.089539893	1.417573333	74.47330475	18.66749573	19.65177155	15.96932507	13.07296181	166.0075989	2.908742666	29.60372543	5.309776306	53.92515564	26.42307281	8759	0.918500006	41
7117	5194.975497	51.5105	9.68253	8.104166985	7.391666889	31.18846893	615.3877563	21.29999924	-2.400000095	23.69999886	1.850000024	3.766666651	15.75	0.683333278	826	82	50	12.11747456	232	178	215	215	0.098010287	1.19727993	20.65094376	10.02594852	21.00302124	9.276837349	9.350956917	172.5518188	2.324563742	37.58831787	6.169043064	8.451896667	70.54508209	9858.833008	1.038599968	40
7119	5054.540441	50	8.5	10.07916641	8.125	31.9881897	661.4222412	24.39999962	-1	25.39999962	16.78333282	3.25	18.38333321	2.099999905	596	65	38	16.10773659	182	123	172	132	0.077579886	1.127987742	38.13131332	4.64900732	10.30490208	15.06052494	5.463951111	141.818512	1.57097888	23.69992256	5.639995575	68.84529114	20.84980774	10441.5	0.666999996	42
7120	3642.807932	50	8.5	10.07916641	8.125	31.9881897	661.4222412	24.39999962	-1	25.39999962	16.78333282	3.25	18.38333321	2.099999905	596	65	38	16.10773659	182	123	172	132	0.077579886	1.127987742	38.13131332	4.64900732	10.30490208	15.06052494	5.463951111	141.818512	1.57097888	23.69992256	5.639995575	68.84529114	20.84980774	10441.5	0.666999996	42
7126	4578.158142	60.1997	24.5682	4.954166412	6.691666603	22.45525742	823.7095947	20.79999924	-9	29.79999924	10.39999962	3.533333302	15.5	-4.75	656	78	32	29.18146133	217	109	194	144	0.123308688	1.205279589	14.34162331	11.79452038	34.87059402	11.42683125	7.672758102	196.3635406	2.071126938	37.93796921	6.106168747	25.57427979	39.55512619	9358.583008	0.933099985	41
7127	5301.525181	58.6656	24.9871	5.533333302	7.400000095	24.18300629	830.4224854	22.10000038	-8.5	30.60000038	14.75	-0.866666615	16	-4.316666603	709	80	34	30.87292671	236	108	221	144	0.073780008	1.165159464	1.726871252	22.88263702	7.15871954	19.91973877	7.158914089	135.0583344	3.74783659	13.41626835	5.018257141	74.69787598	18.1434021	9468.916992	0.980300009	41
