Mg(Leaf)	latitude	longitude	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	wind	srad	ai	awc	bulk_density	clay	coarse_frag	texture_usda	sand	silt	pH	CN	CEC	CaCO3	N	P	K	Mg(Soil)
4961.866603	50	8.5	10.07916641	8.125	31.9881897	661.4222412	24.39999962	-1	25.39999962	16.78333282	3.25	18.38333321	2.099999905	596	65	38	16.10773659	182	123	172	132	2.758333206	10441.5	0.664099991	0.077579886	1.127987742	10.30490208	5.463951111	12	68.84529114	20.84980774	5.900895596	15.06052494	4.64900732	38.13131332	1.57097888	23.69992256	141.818512	42
4961.353291	48.52	9.11	8.662500381	8.941666603	33.74213791	667.6115112	23.39999962	-3.099999905	26.5	15.36666679	1.75	17	0.583333313	744	96	39	28.10261536	261	127	248	135	2.516666651	11095.58301	0.876299977	0.087837458	1.273627043	16.46105385	11.79788017	3	39.58519745	43.95375061	6.738111973	9.460085869	22.03748703	52.47262192	2.1294384	49.3164711	243.2665253	45
4958.755669	49.5	14.5	7.445833206	8.591667175	31.12922668	726.8283081	22.70000076	-4.900000095	27.60000038	16.43333435	-0.133333325	16.43333435	-1.5	642	86	33	33.61082458	239	113	239	114	3.349999905	10660.66699	0.754700005	0.092795432	1.092880249	15.48602581	20.2066555	9	58.41621017	26.09776306	5.608021259	9.968067169	12.48072624	0	2.130800486	32.12277603	151.5144958	49
4958.724838	41.43	2.13	14.79166698	8.733333588	36.23789597	562.291687	27.89999962	3.799999952	24.10000038	15.76666641	9.133333206	22.14999962	8.533333778	688	84	31	26.8908329	231	140	173	143	3.424999952	14985.5	0.497299999	0.098809257	0.953523576	39.78193283	17.48834038	9	18.8584137	41.35965347	7.026402473	12.93749046	14.91251755	166.2753906	3.017678261	33.74346924	217.5063019	41
4957.801716	39.73	-5.74	15.20416641	10.52499962	37.19081116	627.9094238	31.5	3.200000048	28.29999924	8.850000381	23.33333397	23.33333397	8.066666603	486	65	5	50.30948257	189	36	36	182	2.5	16620.08398	0.310600013	0.086599052	1.035796165	25.30178833	18.61064148	9	27.21369934	47.48451233	6.725554466	12.30117226	13.9687748	27.60661888	1.657441497	17.62340355	292.6564026	50
4957.771689	40.87	-4.5	11.1208334	10.75833321	37.48548126	643.3840332	27.79999924	-0.899999976	28.69999886	12.9333334	19.35000038	19.46666718	3.833333254	392	49	16	31.13556862	126	63	69	99	2.666666746	15608.41699	0.290600002	0.077306218	1.467737317	10.65876007	23.8083992	12	61.81557083	27.52566528	6.826386452	13.22041893	17.2833271	53.64662552	1.374110818	17.13674164	209.719986	54
4957.447399	48.39	8.96	8.125	9.116666794	34.14481735	664.2648315	23	-3.700000048	26.70000076	14.8166666	1.23333323	16.41666603	0.149999976	814	105	43	28.00545311	287	141	271	148	2.583333254	11137.58301	0.984200001	0.106098942	1.30116272	24.44412422	7.668649197	3	18.07938385	57.47649384	7.478477955	10.26223755	24.94586754	25.7878437	3.018294334	33.68328094	271.284729	45
4956.314635	46.69	4.34	10.60833359	8.966666222	34.35504532	635.1192627	25.5	-0.600000024	26.10000038	16.75	6.466666698	18.64999962	3.033333302	800	83	48	15.70746899	221	157	219	184	3.216666698	12029.91699	0.795300007	0.097141035	1.308624744	20.87821579	11.99655914	9	38.68022537	40.44155884	6.196087837	10.14969158	12.82495308	25.28730011	3.246589184	36.48859024	224.5230103	35
4955.651812	49.33	15.76	7.120833397	8.408333778	30.35499382	730.508728	22.39999962	-5.300000191	27.70000076	16.04999924	-0.550000012	16.04999924	-1.850000024	576	85	26	42.04099655	232	86	232	86	3.658333302	10883.91699	0.679499984	0.097589657	1.35731554	16.61211777	17.10074425	9	43.69506073	39.6928215	5.932521343	12.19025803	12.10661697	7.793400288	2.547245502	30.70907211	136.7063904	43
4953.398069	55.8403	13.3106	7.820833206	6.841666698	28.9901123	644.5063477	21.10000038	-2.5	23.60000038	4.683333397	2.700000048	16.01666641	0.333333343	732	75	42	20.12166214	222	138	192	178	3.275000095	9801.666992	0.953299999	0.07396958	1.1756109	9.930074692	7.191326618	12	68.7396698	21.3302536	5.878675938	14.76117134	9.835722923	10.07176495	1.80963099	31.44107056	125.1408997	37
4953.066477	57.8765	14.8549	5.516666889	8.066666603	29.76629829	701.2175293	20.79999924	-6.300000191	27.09999847	13.30000019	0.150000006	14.5	-2.683333397	632	72	32	23.58761978	200	112	191	132	3.391666651	9677	0.926500022	0.094832882	1.056107402	13.98924923	11.30906868	9	52.19044495	33.82030487	5.114675522	16.19314194	10.77505684	24.13812828	2.518249273	23.884758	118.6891479	32
4950.606426	38.06	-4.38	17.18333244	13.10000038	40.68322754	674.8815918	35.70000076	3.5	32.20000076	10.19999981	25.85000038	25.85000038	9.466666222	490	77	4	57.3146553	208	30	30	186	2.783333302	16687.91602	0.277099997	0.107358664	1.308178067	28.35914612	14.16922951	9	36.62122345	35.01963043	6.765655994	10.10172176	12.06575108	161.2220459	1.40397048	13.98612213	257.5736084	48
4950.327371	42.27	0.19	13.70416641	10.125	35.40209579	651.2207642	30.20000076	1.600000024	28.60000038	15	21.86666679	22.20000076	6.183333397	612	65	27	22.47166634	186	125	131	145	3.424999952	15010	0.396899998	0.107849069	1.395348668	21.33889008	8.111288071	9	28.64022064	50.02088928	7.74936676	13.89922905	16.58775902	233.7490997	1.790411472	17.94112778	169.0771027	54
4947.191311	55.8877	-3.21072	7.470833302	6.641666889	37.10428238	422.1291199	17.70000076	-0.200000003	17.90000153	5.383333206	8.866666794	12.94999981	2.733333349	853	87	52	15.92173862	249	173	200	232	5.925000191	8731	1.26760006	0.112080999	1.011537075	18.85379028	12.58591366	9	52.45304108	28.69316864	5.146154881	16.16399765	17.58955956	17.68348122	2.96523118	22.96416664	208.5719299	39
4944.091244	48.41	8.84	8.333333015	9.25	34.77443695	658.2875366	23.20000076	-3.400000095	26.60000038	14.90000057	1.466666698	16.56666756	0.433333367	804	94	52	20.00707626	261	159	246	172	2.549999952	11129.16699	0.96359998	0.106588453	1.284552693	29.76908112	14.459198	8	11.09796143	59.13295746	6.951375961	9.639297485	21.27011871	53.86722183	2.38571763	42.46553802	386.436615	46
4943.785421	46.34	11.29	11.25	9.366666794	31.53759766	767.673584	27	-2.700000048	29.70000076	16.60000038	1.733333349	20.61666679	1.733333349	828	101	35	30.11419296	261	126	260	126	1	12410.33301	0.850300014	0.099276863	1.12125814	17.42496681	31.13807106	9	42.32978058	40.24525452	6.699357033	12.37959957	18.19266319	105.2798996	1.97694838	30.12436295	168.2213898	52
4941.128456	54.4175	9.88682	8.324999809	6.650000095	29.82062721	588.7255249	21.10000038	-1.200000048	22.30000114	15.33333302	3.683333397	15.71666718	1.433333397	851	85	46	18.46093369	248	171	242	205	5.150000095	9591.583008	1.191599965	0.07304775	1.46216917	10.69695377	11.01138973	12	61.02920914	28.27383423	6.386595726	11.28720188	9.44018364	0	1.924805999	53.4125824	185.5773926	32
4941.00932	42.27	-2.98	7.945833206	10.00833321	37.91035461	594.0288696	23.60000038	-2.799999952	26.39999962	9.316666603	15.63333321	15.63333321	1.25	683	81	31	26.88467598	209	111	111	191	3.299999952	14210.08301	0.621699989	0.123331226	1.047077298	19.18255997	29.99927902	9	46.82403564	33.9934082	6.236026287	14.26880264	16.19480896	41.37181091	4.032922268	23.15521431	169.9102478	35
4940.915172	62.9611	18.3589	3.366666555	7.716666698	26.15819168	783.6578979	19.60000038	-9.899999619	29.5	3.633333445	1.916666627	13.61666679	-5.699999809	721	88	37	28.25619125	243	125	199	154	3.950000048	8997.5	1.156599998	0.073480725	1.180027723	5.5271492	9.05081749	12	80.68697357	13.78587341	4.373578072	29.30437851	9.97231102	0	1.570728421	29.56991386	169.0673676	37
4939.853607	41.59	2.49	14.32083321	9.358333588	38.19727707	553.4990234	27.5	3	24.5	15.33333302	21.35000038	21.54999924	8.166666985	768	95	33	25.13438797	254	144	180	176	3.616666555	14789.08301	0.584100008	0.115621664	0.957051337	22.9166317	23.89739418	9	33.28102875	43.80233765	6.338731766	13.76771164	11.1526289	107.3323975	3.372699022	20.19686317	500.2158508	45
4938.096476	46.37	11.28	10.8708334	9.858333588	33.08165359	754.6445923	26.70000076	-3.099999905	29.80000114	20.18333435	3.5	20.18333435	1.666666627	770	92	31	32.76743698	255	112	255	112	1.049999952	12462.16699	0.778199971	0.112557448	1.100145459	24.39643097	30.96445847	9	35.08943176	40.51413727	6.350336075	14.08211803	30.53141785	15.20370865	2.971410513	28.02788544	151.5265198	52
4934.38862	41.64	24.18	7.620833397	9.941666603	34.63995361	708.8513794	23.20000076	-5.5	28.70000076	11.05000019	13.01666737	16.21666718	-1.083333254	648	72	36	19.27303886	202	123	169	160	2.733333349	13489.5	0.57950002	0.125677884	0.99814713	30.9749794	20.39842987	9	27.34721375	41.67780685	6.004953861	16.70872498	12.86406231	23.66535568	1.141028881	12.06680679	111.5221329	44
4933.917568	55.9261	13.5319	7.387499809	6.941666603	29.16666794	639.4355469	20.89999962	-2.900000095	23.79999924	4.25	6.083333015	15.55000019	-0.033333343	774	81	45	20.02800369	237	148	196	197	2.916666746	9804.75	1.052299976	0.07603132	1.136630774	11.96008492	10.80963421	12	58.72698975	29.31292725	5.382138729	15.42516708	9.625198364	0	2.971717834	27.79511642	88.32589722	37
4933.446334	48.53	9.07	9.100000381	9.083333015	34.01997375	668.8864746	24	-2.700000048	26.70000076	15.86666679	2.200000048	17.45000076	1.016666651	719	94	38	28.70288658	255	123	241	131	2.408333302	11033.33301	0.834999979	0.108143382	1.112890005	29.42862129	9.334794998	9	35.76662445	34.80475616	6.765795708	12.18497849	24.02116776	94.70339203	2.785238266	31.80973816	313.8448181	46
4932.201467	46.34	11.29	11.25	9.366666794	31.53759766	767.673584	27	-2.700000048	29.70000076	16.60000038	1.733333349	20.61666679	1.733333349	828	101	35	30.11419296	261	126	260	126	1	12410.33301	0.850300014	0.099276863	1.12125814	17.42496681	31.13807106	9	42.32978058	40.24525452	6.699357033	12.37959957	18.19266319	105.2798996	1.97694838	30.12436295	168.2213898	52
4931.723329	42.32	23.1	10.23750019	12.35833263	37.56332397	776.34375	28	-4.900000095	32.90000153	17.83333397	2.066666603	19.66666603	0.599999964	573	66	32	21.44501877	186	110	166	115	2.25	13154.08301	0.492500007	0.092359677	1.378889203	22.08394814	22.06676102	9	42.90061951	35.01543427	6.931129932	13.48923683	24.40913582	57.61463928	1.225836992	11.06802654	161.4938202	55
4929.926897	48.0333	7.7667	10.78333378	8.466667175	32.81653595	660.2662354	25.20000076	-0.600000024	25.80000114	17.45000076	4.066666603	19.08333397	2.849999905	893	97	56	19.78442001	287	169	267	187	2.616666555	11402.5	0.919499993	0.105340116	1.019979477	22.85470963	9.125872612	9	22.35137939	54.79391098	6.463579178	11.77124405	18.44029617	38.3968811	2.711019993	36.57117462	208.2102356	41
4929.342138	49.4112	16.2815	7.395833492	8.241666794	30.07907486	733.8084106	22.5	-4.900000095	27.39999962	16.35000038	-0.300000012	16.35000038	-1.633333325	560	85	26	42.74531555	226	82	226	85	3.858333349	10930.91699	0.642199993	0.082404971	1.400041461	18.05256653	16.11732292	9	44.13959503	37.80783844	5.724782944	10.38245678	11.53142357	0	2.134118557	38.88417053	205.5180206	47
4923.467451	50.4	-4.9	10.39166641	5.75	36.85897446	371.1887207	19	3.400000095	15.60000038	7.233333111	13.5	15.16666603	6.333333015	1056	123	60	27.84159851	366	188	222	289	5.566666603	10587.83301	1.358700037	0.0967388	1.042926192	21.60126686	11.55328751	9	39.55083466	38.84790039	5.519815445	14.14374065	14.98484135	7.479747772	2.761478662	45.45023346	193.9339905	36
4922.98263	42.31	3.19	14.64999962	8.649999619	35.74380112	561.0744629	27.89999962	3.700000048	24.19999886	15.46666622	21.89999962	21.89999962	8.399999619	558	79	16	32.31050491	192	93	93	133	5.291666508	14629.25	0.393099993	0.113234527	1.008347034	28.8811779	22.3555336	9	25.04586792	46.07295227	7.212913513	13.02796555	12.68125057	147.9914703	2.348665953	14.01062012	188.2906494	50
4922.733363	56.5	14.9	6.4375	7.858333588	30.57717133	664.8722534	21.10000038	-4.599999905	25.70000076	13.9333334	1.25	14.98333359	-1.266666651	686	73	39	20.23366165	204	126	197	156	3.316666603	9836.75	0.95480001	0.068214506	1.176777005	3.543764114	11.75852871	12	81.94422913	14.51200867	4.661133289	21.56582069	14.44830704	0.089185856	2.894299507	26.51472664	83.90853882	31
4921.306924	56.06	13.97	7.212500095	7.408333302	30.86805534	627.4013062	21.10000038	-2.900000095	24	7.800000191	2.283333302	15.23333359	-0.083333373	679	67	40	18.62249184	199	128	187	162	3.191666603	9863.5	0.950100005	0.069964543	1.392862916	7.910861969	13.57974815	12	74.94384766	17.14529419	4.835478783	14.09511852	14.88817787	9.826323509	2.449366093	44.61601639	113.0771866	35
4920.584208	42.49	25.61	11.11250019	10.77499962	33.88364792	784.416748	27.79999924	-4	31.79999924	15.28333282	16.66666603	20.76666641	1.416666627	602	68	39	19.30862236	191	124	164	135	2.416666746	13444.16699	0.5079	0.117265224	1.271248221	23.43975449	18.67262459	9	42.49168777	34.06855774	6.628948212	11.23225117	38.0429039	36.44540024	1.873268485	14.46594524	345.4237671	47
4918.51525	50.65	2.99	10.34583378	7.675000191	34.41704178	542.3201904	23.10000038	0.800000012	22.30000114	10.91666698	6.383333206	17.10000038	3.933333397	723	75	43	14.81909084	208	147	183	167	4.108333588	10262.66699	0.84009999	0.082032762	1.445147991	16.79201508	6.82348156	8	28.84693909	54.36104584	6.631135464	13.53502083	7.540390968	34.72662354	1.509960651	49.41786575	149.1066895	36
4915.11706	56.4	12.9	6.766666412	6.650000095	28.41880417	635.2963867	19.79999924	-3.599999905	23.39999962	3.733333111	5.566666603	14.78333282	-0.683333337	948	99	52	22.07296753	286	174	255	235	4.574999809	9762.75	1.375499964	0.071191512	1.320398688	7.123396873	10.11996555	12	69.05709839	23.81950378	4.457184792	19.19123459	9.416226387	2.108280659	1.976495624	23.11120033	126.9932404	33
4912.614745	50.5	8.0167	9.141666412	8.766666412	34.37908554	631.5127563	23.39999962	-2.099999905	25.5	5.300000191	4.983333111	17.10000038	1.533333421	741	74	51	11.85034466	204	165	189	189	2.924999952	10120.33301	0.887899995	0.100466914	1.329612017	25.09942627	17.20842934	8	22.57385254	52.32672119	6.851626873	10.5653429	11.76297855	33.20884705	2.288320065	42.92385483	291.7518005	42
4912.055422	51.4083	-0.6383	10.17083359	7.791666985	38.00812912	472.0769348	22	1.5	20.5	7.75	6.483333111	16.26666641	4.816666603	677	69	42	16.66335487	204	146	148	181	3.75	9823.5	0.812300026	0.08091706	1.046375036	11.81113148	13.71320057	9	62.60864639	25.58022308	5.772104263	13.71587467	13.94948959	0	2.615069866	26.49323273	188.6947632	31
4911.820036	55.7717	14.1206	7.400000095	6.966666698	29.64539146	620.901123	21	-2.5	23.5	4.400000095	2.383333445	15.38333321	0.283333331	697	72	40	19.01852226	211	135	179	171	4.741666794	9921.916992	0.954400003	0.067773469	1.167080879	6.504042625	6.162236214	12	74.02886963	19.46708679	5.306688309	13.82230568	10.03776455	12.03358078	3.060168028	44.14439774	140.5642242	40
4910.601229	49.3853	16.2544	7.387500286	8.375	30.34420395	734.7761841	22.60000038	-5	27.60000038	16.35000038	-0.333333343	16.35000038	-1.666666627	560	84	26	42.10400391	225	82	225	85	3.849999905	10941.25	0.640100002	0.082091711	1.441226125	20.07265663	18.32217026	9	41.8339386	38.09340668	5.974895	10.42246342	10.01639652	0	1.628341079	37.95294189	178.3940735	47
4908.767812	44.12	4.33	12.6916666	9.649999619	35.34798431	632.763916	28.10000038	0.800000012	27.30000114	13.16666603	20.81666565	20.81666565	5.383333683	852	134	34	34.03099823	293	142	142	211	3.816666603	14231.25	0.628700018	0.108502701	0.930200934	32.59937286	17.89295959	9	27.90087891	39.49974823	6.541296959	12.03333855	19.60612679	153.9250641	2.559274197	17.1953392	239.4703522	41
4904.843918	40.94	-3.22	11.3791666	10.85833359	36.93310547	662.1228027	28.5	-0.899999976	29.39999962	7.633333206	19.98333359	20.04999924	4	398	48	13	33.41374588	132	57	60	105	2.608333349	15442.83301	0.287499994	0.092564955	1.444594026	11.48822594	27.00692177	12	54.39258575	34.1191864	6.041382313	13.17739391	11.08548164	93.86116028	1.492318869	14.23747063	209.0466003	52
4904.598072	55.8411	13.3047	7.841666698	6.833333015	28.95480156	645.0152588	21.10000038	-2.5	23.60000038	4.716666698	2.700000048	16.01666641	0.349999994	728	75	41	20.52760506	221	136	192	176	3.283333302	9796.666992	0.947600007	0.068907708	1.1756109	9.930074692	7.869448662	12	68.7396698	21.3302536	5.73443079	15.94937897	10.5269537	12.68972397	2.057792425	33.32317352	126.4527283	37
4901.350879	49.2771	16.6314	7.833333492	7.716666698	28.79353333	732.09021	22.5	-4.300000191	26.79999924	15.30000019	0.149999991	16.79999924	-1.166666746	550	84	26	41.58181	219	82	219	87	3.75	11083.41699	0.608900011	0.093962431	1.433717012	18.05912018	11.72886753	9	24.50906372	57.4318161	4.883142948	12.81509876	8.511604309	0	1.819576025	21.02882195	166.837677	50
4899.523654	51.3	0.5	10.32916641	7.758333206	37.66181183	485.6835022	22.20000076	1.600000024	20.60000038	5.699999809	6.550000191	16.54999924	4.800000191	613	65	38	18.8024292	191	124	138	164	4.400000095	9928	0.760200024	0.091499723	1.343291163	27.55258942	18.41960526	9	38.69399261	33.75341797	7.609491825	11.13146782	24.21574211	141.5297699	2.326689482	39.21336746	220.9618225	34
4899.072519	41.42	23.67	8.850000381	9.75	33.85416794	719.1472168	24.5	-4.300000191	28.79999924	12.35000038	14.28333378	17.63333321	0.033333302	568	61	32	18.4703083	173	110	140	141	2.358333349	13810.66699	0.493999988	0.109294698	1.013649464	21.98803139	28.34261894	9	54.41150665	23.60046387	6.69494915	14.27961731	23.78155327	23.82004356	1.954865813	12.86323738	192.2677155	39
4898.437818	50.927	11.587	9.762499809	8.925000191	33.80681992	667.9892578	24.5	-1.899999976	26.39999962	18.06666756	1.666666627	18.06666756	1.666666627	597	67	34	23.21028328	196	113	196	113	2.816666603	10005.91699	0.657000005	0.08264301	1.106511354	15.4410429	8.311305046	9	41.15768814	43.40126801	6.963589668	12.61242676	13.90325451	56.835289	1.410161614	34.10523605	266.5484619	40
4898.062961	47.45	3.94	9.583333015	8.166666985	33.46994781	595.8657837	23.29999924	-1.100000024	24.39999962	3.466666698	5.416666508	17.06666565	2.433333158	840	79	58	10.36736584	231	188	207	218	3.349999905	11768.33301	0.932600021	0.104574703	0.99917531	23.3110981	16.43299294	9	31.33108521	45.3578186	4.328303337	15.5159483	6.018125534	2.414794683	1.816468835	9.579819679	229.7993927	30
4897.83681	51.4083	-0.6383	10.17083359	7.791666985	38.00812912	472.0769348	22	1.5	20.5	7.75	6.483333111	16.26666641	4.816666603	677	69	42	16.66335487	204	146	148	181	3.75	9823.5	0.812300026	0.08091706	1.046375036	11.81113148	13.71320057	9	62.60864639	25.58022308	5.772104263	13.71587467	13.94948959	0	2.615069866	26.49323273	188.6947632	31
4897.452069	50.001	8.26664	10.5583334	8.433333397	32.43589783	667.40625	25.39999962	-0.600000024	26	17.45000076	3.716666698	19.03333282	2.599999905	573	64	36	18.01320457	182	116	168	124	2.683333397	10334.41699	0.617399991	0.082494587	1.388228655	18.95651817	7.941122055	9	52.93289185	28.11058807	7.332301617	12.46366596	12.94123077	72.86832428	2.232651472	18.37487793	227.9142303	39
4897.247578	40.46	-5.32	10.6291666	10.45833302	37.08628845	628.1591187	27.20000076	-1	28.20000076	7.099999905	18.76666641	18.76666641	3.533333302	558	70	14	38.56399918	194	63	73	181	3.049999952	16074.33301	0.41080001	0.081851393	1.341942668	14.05777836	26.62697411	9	57.49745178	28.44477081	6.131899834	10.57820702	17.06540871	49.82349777	1.780893922	36.73199463	142.3176727	24
4897.031178	57.2545	18.2109	6.970833302	6.941666603	28.10391426	650.9414673	20.89999962	-3.799999952	24.69999886	7.883333206	4.766666889	15.44999981	-0.283333302	528	59	28	23.51778984	168	94	135	113	5.558333397	10375.91699	0.721800029	0.099099278	1.134286284	16.47506142	10.10134315	12	66.04623413	17.47870636	5.536186218	17.55347061	22.72270012	3.800810337	2.715456247	27.85951042	109.7804031	36
4896.872478	54.5	-3	5.237500191	6.358333111	35.72097397	431.8465881	15.60000038	-2.200000048	17.80000114	1.116666675	6.800000191	10.88333321	0.433333337	2324	267	124	28.53967476	788	392	423	723	8.949999809	8753.833008	4.593599796	0.084702507	1.173658609	8.574110985	16.97264481	9	76.2233429	15.20254517	5.896672726	16.67633438	22.60381317	33.5749588	5.221364021	17.01065636	151.9971924	41
4894.311591	46.34	11.29	11.25	9.366666794	31.53759766	767.673584	27	-2.700000048	29.70000076	16.60000038	1.733333349	20.61666679	1.733333349	828	101	35	30.11419296	261	126	260	126	1	12410.33301	0.850300014	0.099276863	1.12125814	17.42496681	31.13807106	9	42.32978058	40.24525452	6.699357033	12.37959957	18.19266319	105.2798996	1.97694838	30.12436295	168.2213898	52
4892.61939	48.46	18.9	7.016666889	9.833333969	32.77777863	764.3278198	23.20000076	-6.800000191	30	14.88333321	-1.116666675	16.29999924	-2.5	787	92	44	22.31744194	249	140	248	154	3.025000095	11368.41699	0.886399984	0.105371535	1.001705408	25.34930992	12.05775738	8	30.15323639	44.49745178	5.480966568	10.89831924	14.34271431	24.77887344	2.714808464	20.88054085	152.5056915	56
4891.99457	48.6167	6.25	9.795833588	8.841666222	34.80971146	630.9749146	24.29999924	-1.100000024	25.39999962	5.966666698	5.666666508	17.73333359	2.25	775	78	48	12.46319008	214	166	199	203	3.058333397	11686.16699	0.832099974	0.116444714	1.268569827	23.31525993	19.83580971	3	35.00347137	41.68126678	6.683766842	9.775735855	13.13206196	0	2.443424702	42.77875137	224.9418335	41
4891.437199	46.34	11.29	11.25	9.366666794	31.53759766	767.673584	27	-2.700000048	29.70000076	16.60000038	1.733333349	20.61666679	1.733333349	828	101	35	30.11419296	261	126	260	126	1	12410.33301	0.850300014	0.099276863	1.12125814	17.42496681	31.13807106	9	42.32978058	40.24525452	6.699357033	12.37959957	18.19266319	105.2798996	1.97694838	30.12436295	168.2213898	52
4890.766903	48	0.5	10.72499943	8.416666985	37.40740967	534.4346924	23.79999924	1.299999952	22.5	5.25	17.44999886	17.44999886	4.449999809	694	70	45	14.25466919	206	143	143	198	4.091666698	11561.75	0.73150003	0.093454972	1.438457727	13.99040222	9.111619949	9	44.53090286	41.47869492	5.840851784	12.93261242	7.794372559	12.24542999	2.381643772	46.45920563	199.4301147	35
4889.866873	46	3.3	10.8791666	10.75833321	40.90620804	586.404541	25.70000076	-0.600000024	26.30000114	16.39999962	4.966666698	18.25	3.966666698	677	87	38	28.99602509	213	118	207	125	2.741666555	12360.83301	0.647099972	0.122515313	1.233541489	39.65356827	6.500997066	9	29.00224304	31.3441925	7.165093422	9.644804001	18.19548035	63.29605103	2.259216785	36.70186234	329.5178833	57
