Accession_ID	Name	Country	Latitude	Longitude	CS_number	material	material_Country	Li7	Na23	Mg25	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd114
88	CYR	France	47.4	0.683333	CS76790	leaf	France_leaf	13.53342653	1989.385107	4513.790113	20245.88008	13718.25964	76789.25697	40328.28864	219.3897046	138.4015798	1.82764674	7.05253075	98.27499681	1.151200082	71.44205746	391.8469821	62.93732424	5.052709259	2.448870596
108	LDV-18	France	48.5167	-4.06667	CS77013	leaf	France_leaf	15.19426684	2189.845711	4444.244161	15681.93266	14534.25144	64588.97928	41354.1618	227.7500625	139.236192	2.404636291	8.692986506	101.369937	0.961746036	80.21016952	352.1721328	67.49295929	5.875919216	2.932134287
139	LDV-46	France	48.5167	-4.06667	CS77014	leaf	France_leaf	14.93336946	1898.967428	4548.751871	15985.69358	13106.87397	65677.23215	41165.49664	231.6116443	138.5634068	2.078383262	9.324009622	90.11958963	1.000845233	80.95273053	366.5333652	66.63008224	4.893860019	2.737883103
159	MAR2-3	France	47.35	3.93333	CS77070	leaf	France_leaf	13.95176412	728.6672656	4808.545837	15769.71345	13900.11781	74906.16978	39392.6805	218.849576	137.8329932	1.843777641	7.985747949	89.16087858	0.979776864	83.33357187	483.7499944	62.55930177	5.164345256	2.349768589
265	PYL-6	France	44.65	-1.16667	CS77198	leaf	France_leaf	13.95446022	944.4216165	4103.189376	16996.61474	13562.86662	80246.51199	40462.53628	248.6903365	142.2038513	2.545781223	9.120527691	91.62187418	1.279417745	65.26734219	386.1465907	65.70239341	22.86461166	2.725846422
350	TOU-A1-88	France	46.6667	4.11667	CS77382	leaf	France_leaf	14.24577385	880.9203293	5189.42262	15020.29906	13054.56328	73027.51297	41065.20419	239.4484809	141.869167	2.588543343	8.14642976	92.91151802	0.959830054	76.18864912	435.0553981	64.13836671	4.08779887	2.575350891
351	TOU-A1-89	France	46.6667	4.11667	CS77383	leaf	France_leaf	15.65350507	1276.628729	5149.838545	17472.73225	12954.59983	63279.94941	45912.58564	264.717774	146.3197167	2.330858384	7.719167479	90.41936691	0.974844272	67.44901746	364.8024393	73.40733962	6.692231716	2.5564639
403	Zdarec3	Czech Republic	49.3667	16.2667	CS78873	leaf	Czech Republic_leaf	14.97358703	1070.270085	5738.625771	15351.89387	9453.828446	78627.60738	44726.81929	218.1436697	142.2535048	1.611883046	7.062901979	84.40173126	0.901845018	57.09912223	465.4060015	68.09098917	4.397777318	2.107861048
410	Doubravnik7	Czech Republic	49.4211	16.3497	CS76808	leaf	Czech Republic_leaf	14.30892171	654.5365448	5279.13738	15730.02784	11252.76322	70879.54483	44860.86221	223.6407226	140.2430823	2.599035343	8.296873354	97.82562547	0.899593819	62.05032725	401.5184888	71.17954103	6.39151063	2.457425184
424	Draha2	Czech Republic	49.4112	16.2815	CS76812	leaf	Czech Republic_leaf	14.91899187	1009.361995	5226.320526	16169.67504	13248.97436	65258.4355	42076.42685	224.3521257	140.0408447	2.438747865	8.488944932	86.5145241	0.977662918	79.48397128	370.0718529	66.54801394	4.455969598	2.525623918
428	Borky1	Czech Republic	49.403	16.232	CS76718	leaf	Czech Republic_leaf	13.46838896	966.2036274	4835.205927	15552.16645	12816.25944	73346.65319	41927.77641	226.2254611	137.3258684	2.529490747	7.243708839	101.6989362	0.890679985	75.36615243	441.9383238	68.13088821	4.205782571	2.386491966
430	Gr-1	Austria	47.0	15.5	CS76496	leaf	Austria_leaf	14.61879592	752.4338251	4448.517443	16728.42241	14715.65016	68776.08767	40874.45036	222.6901233	144.3538058	2.583733277	8.277420481	90.38547374	1.023516972	82.20632436	374.8760381	64.35167788	0.63659412	2.562882383
630	LI-OF-065	US	40.7777	-72.9069	CS77036	leaf	US_leaf	14.69664934	1586.724051	4461.351526	16576.80285	11959.10542	74178.08032	42685.3223	219.1663435	144.5827883	2.141438919	7.501724413	84.46023949	1.08683307	66.86586876	413.8948254	70.60216271	4.027567291	2.225387677
763	Kar-1	Kyrgyzstan	42.3	74.3667	CS76522	leaf	Kyrgyzstan_leaf	14.11645684	708.4066091	4398.819423	16694.65503	13271.89025	78826.07875	40728.82479	239.1836593	136.4439975	2.505791861	7.243321785	95.16628353	1.071777665	75.34083993	485.9245115	71.54791888	2.352914531	2.803960898
765	Sus-1	Kyrgyzstan	42.1833	73.4	CS76607	leaf	Kyrgyzstan_leaf	15.0086681	1153.079003	4647.916603	17867.83396	12430.6614	71639.90423	41283.38828	232.1957546	136.7785593	2.109058391	7.243818262	90.00698094	1.047368579	70.14935329	424.2601555	65.37852693	1.550982621	2.424572297
766	Dja-1	Kyrgyzstan	42.5833	73.6333	CS76473	leaf	Kyrgyzstan_leaf	14.41316933	1052.582663	5268.737933	16278.83127	11392.17092	80612.52963	43681.06238	224.6444613	141.0148318	1.939338472	7.422900254	87.62955905	0.955604017	58.31191168	444.3792624	69.43078418	5.218252494	2.329117062
768	Zal-1	Kyrgyzstan	42.8	76.35	CS76634	leaf	Kyrgyzstan_leaf	14.65314954	868.8271661	4694.136324	17677.57806	12095.23289	77074.62442	42084.45795	232.1796728	139.2971819	2.056888448	7.657811184	87.48334079	0.921597395	74.22424692	400.0671492	66.96381478	1.744330393	2.277331075
770	Kyr-1	Kyrgyzstan	40.046526	72.683613		leaf	Kyrgyzstan_leaf	15.06898082	1108.723214	4892.142139	15370.57236	11861.51832	73054.01026	47379.68533	231.0454667	142.0442003	1.90798686	7.316445713	85.57836472	1.001218141	68.09606321	459.8246439	73.1134995	0.856345644	2.324007769
772	Neo-6	Tajikistan	37.35	72.4667	CS76560	leaf	Tajikistan_leaf	14.47076254	916.472962	5114.771778	17463.10247	13098.9292	75377.36471	45950.32062	228.6243738	141.5843581	2.10161502	8.108522685	89.61037271	0.999225849	71.60193064	447.4503369	67.42092074	0.940788976	2.347082791
801	KYC-33	US	37.9169	-84.4639	CS76992	leaf	US_leaf	14.28834507	803.4874518	5080.566267	15873.73233	12044.85871	68608.34125	42659.55165	224.823176	140.4502483	2.426549769	7.286316215	84.56933175	1.036348658	68.0354791	387.1640567	68.65607655	4.955174338	2.146239933
870	MIC-31	US	41.8266	-86.4366	CS77082	leaf	US_leaf	15.16484832	833.9727162	5008.119992	13506.34312	11158.50449	64286.28158	42378.61487	227.6250115	142.102556	2.14217707	7.887387645	98.43649426	0.838072361	66.53757257	372.2834541	71.93146199	4.138948797	2.366270976
915	LIN S-5	US	41.8972	-71.4378	CS77040	leaf	US_leaf	14.14732957	1058.312448	5399.200206	15019.59561	12871.13539	76953.87482	41209.35092	223.6536182	140.4958497	2.428060583	8.540395627	87.72117799	1.014133	68.98591297	398.1708994	65.4855792	1.381158021	2.468779387
932	CHA-41	US	42.3634	-71.1445	CS76765	leaf	US_leaf	14.36546287	1085.516355	5289.067437	15822.10971	12333.0111	66227.66158	44190.50733	219.534549	142.9081497	2.284181661	8.841320103	93.36668894	0.912302811	70.85305754	347.7371414	70.76134503	5.090919051	2.290180017
991	Ale-Stenar-41-1	Sweden	55.3833	14.05	CS76651	leaf	Sweden_leaf	14.51175204	1013.282416	5193.973635	17167.89017	11792.88045	70450.37288	42799.8012	210.4485259	143.8842269	2.658585111	7.791880815	98.31576673	0.955864171	60.14359586	385.7097867	71.99039157	4.315790452	2.535891026
992	Ale-Stenar-44-4	Sweden	55.3833	14.05	CS76652	leaf	Sweden_leaf	14.38988439	1527.27649	5052.82777	15160.16416	10418.20273	67844.10774	41182.96872	222.272594	142.3238142	2.336305764	7.362484447	90.54016063	0.987179353	68.10368056	385.5011233	69.63544811	8.77556303	2.600911293
997	Ale-Stenar-56-14	Sweden	55.3833	14.05	CS76653	leaf	Sweden_leaf	14.32375365	1369.030081	5619.322089	16635.03562	11783.73552	74462.44374	43957.72218	217.0235027	144.3335996	2.99526238	7.230737439	80.67858655	0.990575205	58.75438963	388.5793674	69.68119706	4.602937591	2.197083278
1002	Ale-Stenar-64-24	Sweden	55.3833	14.05	CS76654	leaf	Sweden_leaf	13.96972796	1509.518885	4625.905547	16583.70441	12523.3411	69769.73939	41598.58846	210.4773385	143.9549906	2.352264226	7.642185629	92.60131426	1.027859813	66.26656785	410.90347	68.92047729	9.805609439	2.463776399
1061	BrÃ¶sarp-11-135	Sweden	55.7167	14.1333	CS76727	leaf	Sweden_leaf	13.72570031	1993.47589	4814.025574	16491.36155	12080.12731	69021.47434	37561.98795	221.3446528	135.0733112	2.657308954	8.700159872	92.92352434	1.033774398	72.08107835	389.6924409	62.02551612	4.295576604	2.394441315
1062	BrÃ¶sarp-15-138	Sweden	55.7167	14.1333	CS76728	leaf	Sweden_leaf	14.313769	758.6120092	5181.970301	16371.31874	10093.70907	70401.59554	41041.53619	244.9864982	137.9911942	2.667183311	7.859914988	93.93299244	1.075723876	57.54561152	391.9534821	68.15865226	1.202649144	2.879711178
1063	BrÃ¶sarp-21-140	Sweden	55.7167	14.1333	CS76729	leaf	Sweden_leaf	14.36239117	1100.905824	5442.316125	14487.38735	10854.54693	74951.53073	45375.28354	225.5978273	142.1452103	2.239874497	7.77417368	92.76959109	0.899096288	57.4473337	416.0073341	67.68027386	5.066609894	2.375769264
1066	BrÃ¶sarp-34-145	Sweden	55.7167	14.1333	CS76730	leaf	Sweden_leaf	14.15216215	2165.656979	4873.817192	17160.07017	13253.29156	70847.71673	44145.16406	237.1648885	140.7676402	3.280685845	7.236497895	94.80239703	0.940573787	66.01955522	396.5761166	67.96357862	6.357817194	2.364766157
1074	BrÃ¶sarp-61-162	Sweden	55.7167	14.1333		leaf	Sweden_leaf	14.37168834	1310.818118	4765.198679	18811.21023	13591.22633	66555.6754	41055.72059	262.3204629	140.3244898	2.191359569	7.538276758	87.73813891	1.036478256	71.36665487	354.5696687	66.7543531	4.206447262	2.627548432
1137	GÃ¥rdby-22-213	Sweden	56.6167	16.65		leaf	Sweden_leaf	14.93205955	775.9872722	4456.128085	16283.58853	11943.87379	66567.42478	43151.30053	237.8959802	142.4027181	3.036897422	8.447079835	98.42837085	1.069614275	67.63377963	358.1911302	66.25732967	7.478538697	2.32237568
1158	Aledal-6-49	Sweden	56.7	16.5167	CS76656	leaf	Sweden_leaf	14.52357241	1460.279749	4598.255653	14412.48327	12380.74493	64442.91373	43970.43265	235.9073725	143.3672466	1.976587292	7.646911821	95.11969245	1.000444874	74.26222392	342.4281621	75.90587456	1.406414363	2.551207105
1254	Tos-82-387	Sweden	59.4333	17.0167	CS77379	leaf	Sweden_leaf	14.36287348	1394.16351	4717.933485	15175.67324	11547.42999	69502.21895	43478.2442	216.711428	140.861657	2.549259909	7.285530591	91.50053531	1.229712471	70.62216083	363.4044527	68.95849903	10.31182918	2.244091327
1257	Tos-95-393	Sweden	59.4333	17.0167	CS77380	leaf	Sweden_leaf	14.22401675	1435.434973	5000.021394	16416.76745	12894.02327	70790.54219	43001.2728	223.7750185	141.7220974	2.090840277	7.835383037	86.79226813	0.91792123	68.61404693	383.7602643	72.68325078	10.78323912	2.357896801
1317	Ã„ngsÃ¶-74-430	Sweden	59.5667	16.8667	CS76665	leaf	Sweden_leaf	13.63638874	1361.275889	4647.945254	16353.46719	12789.39643	74349.73027	38831.68139	215.5866736	134.299651	3.004236195	8.254517115	93.57194028	0.934303632	76.46939966	468.3290191	62.08168131	2.916130998	2.44160444
1318	Ã„ngsÃ¶-80-432	Sweden	59.5667	16.8667		leaf	Sweden_leaf	15.43653619	852.3789123	4553.186754	16464.24343	12711.48836	72624.51832	39753.01343	239.8032477	137.7386152	2.932791351	10.86417874	101.9937843	0.944723241	74.30910962	409.4709546	64.11699392	1.76667645	2.913813338
1363	Ham-7-233	Sweden	59.7833	17.5833		leaf	Sweden_leaf	15.16873682	1873.108506	4332.870365	17050.08557	13924.32391	68700.76571	38915.37203	229.6289139	151.4706315	2.22549758	7.880335476	92.40627056	1.032264162	98.63237248	376.115389	61.91221141	1.635315516	2.427503325
1367	Ham-13-241	Sweden	59.7833	17.5833		leaf	Sweden_leaf	13.86949422	750.6900268	4927.201028	17557.41979	13545.89038	74208.32088	38798.00703	227.5535343	137.0513284	2.138507012	9.084840627	85.02916807	0.997388589	82.43793623	429.8501843	63.52558024	1.551937967	2.360604715
1435	RÃ¶d-17-319	Sweden	62.8	18.2		leaf	Sweden_leaf	14.50174273	1071.886749	4361.199699	14488.13598	13413.03726	65841.91553	41882.08754	257.6752701	139.9842571	3.345678128	7.58111007	104.2762594	1.098255281	77.03045378	349.6187601	72.41937309	0.407539256	2.896293419
1552	Sku-30	Sweden	63.0833	18.3667	CS77251	leaf	Sweden_leaf	14.28379717	989.1083706	5186.852259	17055.95596	13143.96422	64941.40252	40608.75002	220.2633431	141.8432445	3.235158108	7.197459982	85.76052765	1.054785106	74.22838675	351.6332909	68.85402352	6.796547749	2.364773938
1585	Hen-16-268	Sweden	65.25	15.6		leaf	Sweden_leaf	14.26895831	1833.400723	4879.644178	18719.20902	12621.2486	75628.83582	38589.03909	215.4395795	138.060124	2.012130989	8.108054357	85.48666778	1.077561125	75.78505129	415.1552036	63.72992452	4.757591751	2.301077894
1829	Mdn-1	US	42.051	-86.509	CS77077	leaf	US_leaf	14.46328585	1970.601834	5037.295788	15864.04737	11451.99387	69869.33896	44774.13496	256.6266311	142.6927723	2.137142931	7.845736128	88.88972664	0.885787566	61.21592517	395.4670771	75.60892768	1.770530174	2.640220389
1853	MNF-Pot-21	US	43.595	-86.2657	CS77099	leaf	US_leaf	14.65913804	2450.348312	5228.278571	14955.58499	12624.22323	69266.55026	43298.80823	225.7952478	143.6148814	1.864432544	8.343378082	125.4570329	0.875888138	71.51648211	406.6099762	67.49184806	4.399612546	2.23474388
1872	MNF-Pot-75	US	43.595	-86.2657	CS77100	leaf	US_leaf	14.7935877	2097.130762	4942.940004	16389.86651	13045.46481	67678.24166	44850.66918	216.0274466	143.1462944	1.710768036	7.320739236	96.70550822	0.90945962	67.20628901	384.1571192	70.53776069	4.75367824	2.182839442
1890	MNF-Riv-21	US	43.5139	-86.1859	CS77101	leaf	US_leaf	14.57100987	965.611252	5092.200107	17135.8261	12342.57351	88621.03312	43971.7935	223.2249673	146.2249417	2.071485066	7.838788986	86.43521188	1.008901338	61.94305096	514.5799224	70.80577843	0.7776195	2.244405938
1925	MNF-Che-2	US	43.5251	-86.1843	CS77096	leaf	US_leaf	14.95522543	1722.378643	4784.172301	16584.49417	11738.41864	65009.34807	42049.28472	223.5057381	140.1675295	1.826644993	8.670538388	91.1988971	1.067792094	72.66083565	401.2868486	67.13269527	6.050245995	2.524385337
1954	MNF-Jac-12	US	43.5187	-86.1739	CS77097	leaf	US_leaf	15.01836224	700.7144053	4592.273303	16026.49241	11877.62984	65719.47663	43089.52553	242.3759806	143.808471	2.564965031	7.340325053	96.09899815	0.970928517	59.21409211	408.1556852	69.80591697	4.357978764	2.996629825
2016	MNF-Pin-39	US	43.5356	-86.1788	CS77098	leaf	US_leaf	15.43844165	823.0623146	4273.45882	17316.98345	14517.85375	88199.09411	40745.64752	233.2137041	143.4353134	2.109312955	8.53442514	91.00912153	0.871693448	76.99597731	552.3236719	60.19044379	4.784357432	2.874683141
2171	Paw-26	US	42.148	-86.431	CS77164	leaf	US_leaf	15.86761428	2158.699014	5102.563743	16670.93262	10705.97984	69149.13249	42767.27232	218.3312929	140.2682212	1.831048701	7.670990933	88.08316538	0.996943276	58.56687569	412.2291307	69.37260279	3.356576946	2.452638237
2202	Pent-23	US	43.7623	-86.3929	CS77168	leaf	US_leaf	14.0990763	834.5209211	4618.784768	17144.88852	13153.44719	75230.11092	41854.59896	223.9259511	141.2668626	1.974971116	8.215134997	93.07528	1.1176087	71.07534097	441.1320421	66.86045055	5.538452314	2.253109387
2276	SLSP-31	US	43.665	-86.496	CS77254	leaf	US_leaf	13.7671125	1525.514268	4769.044889	15481.55858	13188.37192	69046.83777	42334.30654	231.2971185	140.4155661	2.447578301	7.943713405	91.03576404	0.853312085	72.88759387	386.4687018	66.24313896	20.36484326	2.437350183
2278	SLSP-35	US	43.665	-86.496	CS77255	leaf	US_leaf	15.70037366	1085.551054	4967.412873	14851.80189	12385.28866	66645.2788	45273.06588	230.2836389	145.0750774	1.938513797	8.995177915	91.42335674	0.97318265	65.33969422	372.3724424	70.30456007	4.628201732	2.499543495
2317	Ste-40	US	42.03	-86.514	CS77278	leaf	US_leaf	13.97144826	875.9751668	4462.389843	18247.45158	13417.24863	71357.05317	37851.97058	235.923739	139.4898886	2.474371993	7.679065303	92.64942164	1.023736178	65.30708562	389.1926259	63.93493041	13.06941715	2.527870689
4779	UKSW06-179	UK	50.4	-4.9	CS78808	leaf	UK_leaf	13.9864093	1221.589422	4563.82261	17820.72673	13176.35819	78244.38286	39496.31439	224.9962565	141.3102739	2.195145441	8.384526299	90.95456791	0.858067008	73.62540011	421.4870446	60.24090235	5.584021849	2.182391209
4807	UKSW06-207	UK	50.4	-4.9	CS78809	leaf	UK_leaf	13.72964734	485.9545148	5295.048509	14333.5113	12314.57547	74586.23519	45020.05797	217.1061469	142.5903329	2.030616966	7.045765127	89.86212047	0.878330488	65.4440204	416.9634146	65.51631562	3.671961988	2.266870003
4826	UKSW06-226	UK	50.4	-4.9	CS78810	leaf	UK_leaf	15.12895587	1499.801987	4923.467451	15838.4441	13782.65213	67570.31021	43107.9136	225.1402026	138.9130939	1.603415269	7.347520874	87.3678466	0.841859581	87.65549422	421.909686	64.78434665	25.20733312	2.140047082
4884	UKSW06-285	UK	50.3	-4.9	CS78811	leaf	UK_leaf	15.66276031	1253.825905	5147.393246	16022.05132	10237.85562	61773.22388	43809.10028	214.6963693	144.1871945	2.441057384	7.530591175	92.21119303	1.002167522	62.61378011	356.561375	70.76455295	4.175022255	2.263600532
4900	UKSW06-302	UK	50.3	-4.8	CS78812	leaf	UK_leaf	15.23238912	1658.354185	5147.184719	17350.83689	11972.94333	66461.48179	43371.62817	215.3565719	141.2832156	2.166874598	7.967161025	90.97744271	0.921576104	66.90565851	440.9061632	68.92246235	5.511190679	2.250552351
4931	UKSW06-333	UK	50.327643	-4.6		leaf	UK_leaf	15.46289761	749.9155251	4743.01269	17806.85435	12441.77941	65522.38487	42500.70661	212.8716647	140.0416871	1.828506418	8.290653842	88.52302795	1.01002891	68.84375831	412.4605446	65.48897047	25.0260287	2.275053873
4958	UKSW06-360	UK	50.5	-4.5	CS78814	leaf	UK_leaf	14.61728943	824.8207103	4130.35922	14853.07067	13819.45474	74953.93844	38051.75245	235.7891696	139.108379	2.294565111	7.790203451	100.0745286	1.057178635	70.9903164	418.9522336	62.78300937	3.474627061	2.666078454
5023	UKSE06-118	UK	51.3	0.5	CS78799	leaf	UK_leaf	16.18975274	1822.595046	5260.481514	16499.76293	11796.47409	71072.85996	44950.08518	221.3844825	144.5081101	1.930125898	7.907514218	87.85057933	0.959468676	67.36541282	400.1053905	71.07927978	2.890136004	2.143199425
5104	UKSE06-252	UK	51.3	0.5	CS78800	leaf	UK_leaf	14.90590496	1715.261302	4739.839734	16689.41337	10270.25219	66567.6782	41695.68414	234.6530803	142.0533763	2.408652117	9.352598144	90.85304581	1.46588112	69.96970783	352.8574507	69.27866221	4.463825753	2.386312105
5151	UKSE06-325	UK	52.2	-1.7	CS78801	leaf	UK_leaf	15.71573598	801.4829936	4336.085619	15972.79596	13685.97451	74718.37459	44537.14665	223.6737166	142.1512615	1.83803462	8.443247175	92.58910436	0.831738016	87.03257531	480.9812827	65.10795432	5.824413994	2.241606982
5165	UKSE06-362	UK	51.3	0.4	CS78802	leaf	UK_leaf	15.37325212	1167.034944	4656.80379	15629.62135	12018.95015	66621.20009	44888.46058	232.4084701	144.6073184	2.528798179	8.645591435	97.56315516	0.949524889	66.90167919	388.4468569	71.59903782	3.632091548	2.53709349
5210	UKSE06-432	UK	51.2	0.3	CS78803	leaf	UK_leaf	14.78029615	1401.719577	4561.38099	15866.42857	13186.4691	69271.2382	41194.0807	214.7912653	138.6286928	2.100542899	7.971083337	90.18206157	1.069946703	76.24922828	428.0509856	64.41434882	7.032997106	2.388775289
5236	UKSE06-470	UK	51.2	0.4	CS78804	leaf	UK_leaf	14.46235932	1878.776447	4665.964105	16107.34062	13399.49988	68279.25604	42707.46797	241.4151381	142.5604138	2.31163721	7.54894356	90.86013238	0.916744663	70.59108877	384.9669613	67.09298868	3.99482559	2.458089595
5253	UKSE06-500	UK	51.1	0.6	CS78805	leaf	UK_leaf	15.10213298	1415.592392	4593.059509	15424.3977	12689.02267	64024.50609	43705.01192	241.8360253	138.618834	2.003715244	8.440324653	95.64951938	0.902563183	74.14801766	362.1441609	69.10832708	5.288427362	2.40989315
5276	UKSE06-533	UK	51.3	1.1	CS78806	leaf	UK_leaf	15.13525389	1512.422999	5561.778477	15855.65295	12101.24214	66392.19924	45521.9689	221.6250882	143.6078005	2.078058247	8.047042561	80.96523215	0.914785845	67.67532479	337.9671541	71.04799248	2.838090862	2.014462474
5349	UKSE06-639	UK	51.1	0.4	CS78807	leaf	UK_leaf	15.63343872	1164.984073	5431.222147	14748.78771	11556.56297	65472.06729	45886.67541	224.9823141	146.6426212	1.91638702	7.188310281	90.91046838	0.940205977	61.91564895	391.9009135	68.56674127	2.948084408	2.146735134
5353	UKNW06-003	UK	54.5	-3.0	CS78792	leaf	UK_leaf	14.48462173	2699.967136	4896.872478	16457.75779	12522.87068	64847.18709	44684.64047	219.0627143	143.0024282	2.002017296	7.743566344	85.46625328	0.856707369	70.86514496	395.2494418	68.31158157	3.905152684	2.253801089
5470	UKNW06-212	UK	54.7	-3.4		leaf	UK_leaf	14.48973509	1017.152558	4228.281422	17537.5443	14409.54801	81819.00257	39364.71546	217.8540333	136.3801579	4.273896022	8.415698773	94.52328585	0.972073089	70.07801683	421.341706	64.44320649	21.87382935	2.221294555
5486	UKNW06-233	UK	54.6	-3.3	CS78794	leaf	UK_leaf	14.31272447	886.1308045	4661.979131	15311.99949	10645.08489	69400.00683	41368.30261	231.8480354	138.7426252	3.187546319	7.123686271	96.18189612	0.938586983	71.98260861	413.0996734	69.31700972	5.056892628	2.790690198
5506	UKNW06-281	UK	54.6	-3.1		leaf	UK_leaf	13.95505687	1025.07693	4577.444386	17242.04544	14207.51421	74900.48684	38799.66528	229.1624675	137.6732413	5.094058408	7.740987092	88.53938349	1.045272035	86.11570303	393.5973547	62.75934888	20.24866426	2.415250565
5535	UKNW06-354	UK	54.6	-3.1		leaf	UK_leaf	14.44215558	1223.989559	5361.033722	16300.54647	12963.01611	72238.72386	41066.39636	219.9197864	139.4808715	2.476746901	8.377020707	85.8210964	0.931511759	76.19512354	416.3903615	63.58696418	18.97461914	2.259609105
5577	UKNW06-403	UK	54.7	-3.4	CS78797	leaf	UK_leaf	14.8332852	1362.953711	5181.972875	16775.68039	13031.03947	72600.67997	42366.42859	234.5267403	139.9484983	2.137018684	7.795260474	145.6948159	0.929004471	72.7251773	421.4217907	66.32460379	4.991652252	2.539392641
5644	UKNW06-481	UK	54.4	-2.9	CS78798	leaf	UK_leaf	14.83685373	1797.63694	5064.879159	15950.63405	13054.80168	71353.743	40604.89016	224.4625211	137.8978857	2.141821655	8.111864637	90.41311711	0.981353243	70.47206834	397.2455078	63.01882321	3.302687913	2.415382822
5720	Cal-2	UK	53.3	-1.6	CS78781	leaf	UK_leaf	13.83737307	2506.457171	5282.339495	20734.71711	12811.90475	73183.17845	40777.31685	210.2704181	143.6341654	2.035572493	7.659783319	87.69094214	0.977475028	71.19339011	448.8891286	62.86909167	23.87275813	2.042270402
5726	Cnt-1	UK	51.3	1.1	CS78782	leaf	UK_leaf	14.90383702	1602.110846	4903.920055	15563.86999	13983.45633	66573.17273	43100.77214	228.6049661	139.2866012	2.524164789	8.006537585	92.15645248	0.888944177	80.05852321	387.8372858	69.73019453	4.465096048	2.407620622
5741	For-2	UK	56.6	-4.1	CS78783	leaf	UK_leaf	14.48107128	889.3700237	5299.20822	15530.86652	12326.53819	64058.30153	44239.05411	220.0760901	142.345136	2.859589488	7.326393534	88.77567744	1.037895577	69.06043512	392.0362402	71.82794216	3.779253273	2.069997696
5748	Kil-0	UK	56.0	-4.4	CS78784	leaf	UK_leaf	14.27229669	951.3686444	5031.139936	17565.87269	12476.40829	73436.86496	40826.69436	221.8251714	140.4139594	2.658999556	7.116217412	90.06796161	0.961946952	67.90810294	394.0975937	67.38482422	9.297916756	2.249412156
5757	Mc-1	UK	54.6	-2.3	CS78785	leaf	UK_leaf	13.55843189	644.7364274	4174.946148	16457.72095	15048.48428	71104.36171	39514.23011	231.0992105	137.8198425	1.982404507	8.565928713	92.30701298	1.215155886	93.47839759	388.7924307	64.86811328	4.812828817	2.8565974
5768	UKID63	UK	54.1	-1.5	CS78786	leaf	UK_leaf	14.40546153	1405.66023	4277.361787	15681.29915	13629.22017	65512.38499	42741.3908	233.7373223	142.0802324	2.992931183	6.881036293	93.92976115	1.098365806	71.89857545	337.3431223	73.32995637	4.592416949	2.886359335
5772	Set-1	UK	54.1	-2.3	CS78787	leaf	UK_leaf	13.27584836	875.8488026	5143.08177	16339.95038	13335.23364	78790.50554	38221.25289	223.9895847	136.3337362	3.538689155	6.556782659	91.4210685	0.940815548	80.86320721	417.9046885	63.38677794	1.722197001	2.450488998
5778	Sna-1	UK	52.2	1.5		leaf	UK_leaf	14.39927367	973.4239526	5307.362205	15912.33358	12993.22932	69367.42142	43268.71762	224.2525765	141.9170014	1.801048496	7.100217531	94.39688108	0.952300715	69.59755632	376.746495	68.74932834	5.902611386	2.622480759
5779	UKID74	UK	51.0	-3.1	CS78789	leaf	UK_leaf	14.73149076	1021.210857	4399.275846	17096.7021	12750.87191	71690.33907	41506.66869	257.2074027	136.9790204	2.074602889	8.635092372	91.76194134	0.809172873	71.64905937	397.0629098	65.54377196	13.69428711	2.463103295
5784	Ty-1	UK	56.4	-5.2	CS78790	leaf	UK_leaf	14.42225422	1085.828595	4502.190694	19844.61969	12423.20001	72004.12105	40277.55645	239.9426708	140.5637187	2.562442238	8.555235262	96.82638488	0.893588065	67.53445428	390.5787198	64.44783885	12.2498147	2.584575612
5800	UKID96	UK	57.4	-5.5	CS78791	leaf	UK_leaf	14.96774414	1105.375074	4674.426832	15954.23725	11439.52637	70294.46033	41042.53532	235.1207013	140.9067424	2.582461729	7.634869033	94.69880216	1.008199797	60.35112898	414.5214842	69.5561542	2.794869836	2.88222414
5811	UKID107	UK	52.9	-3.1	CS78778	leaf	UK_leaf	15.29139502	835.2512976	4650.519772	17925.42358	12452.20078	65126.35713	44901.49807	224.3876259	141.6358099	2.69655349	8.0247246	86.2594319	1.014804496	69.9365305	394.677801	73.86358508	5.015147419	2.520868103
5818	UKID114	UK	51.8	-0.6		leaf	UK_leaf	15.35426711	940.0755473	5615.434972	15466.36333	12073.32335	69670.04469	46196.41638	222.1573474	144.8729941	1.798768053	7.536335667	85.71269515	1.044795944	67.83198798	415.4509929	73.67391047	4.316601044	2.168109974
5822	UKID116	UK	56.7333	-5.98333	CS78780	leaf	UK_leaf	13.23413446	818.8557986	4618.422368	17666.96059	14225.22637	70970.11552	39305.37421	202.2328898	133.7217337	1.696190564	8.605805454	86.38930671	0.955213718	81.29338971	436.9666707	61.04409245	6.250467273	2.190661324
5829	Ale1-2	Sweden	55.38383	14.06125		leaf	Sweden_leaf	14.79742098	1041.871236	5454.98522	14429.49325	11373.8493	66300.06727	45861.59744	226.9695672	141.1784569	2.54490032	7.684414735	95.23995523	0.859811114	64.36464469	371.0963457	72.65276087	7.371202909	2.851084301
5830	App1-12	Sweden	56.3333	15.9667	CS76667	leaf	Sweden_leaf	13.6390435	965.8724576	5284.751421	16491.24919	13745.26062	73779.49255	42037.61431	224.9113396	139.3868626	2.45766944	8.147485271	85.39099287	0.948120189	73.94614428	418.3763533	66.33599648	3.755876559	2.114873213
